Hearing Date,Case Number,Location,MVA Cluster,MVA Code,HDLC,NCDC,NCDC Adjusted,Vacant Lot,Vacant Lot Revised,Vacant Lot Code,Market Assessment,Market Code,Roof ,Roof Code,Exterior,Exterior Code,Foundation,Foundation Code,Overall Condition,Overall Condition Code,Character?,Character Code,Abatement Recommendation,Recommendation Code,Reviewer notes,Zipcode,GeoPIN,XPos,YPos,Potential Error in Lot Status?,Potential Error in Market Status,Reviewer
9/17/2013,12-08642-PNBL,8337-8339 Hickory St,C,3,0,1,1,,N/A,N/A,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,0,Sell,1,Dwelling has been demolished.,70118,41131684,3662639.649,530660.1082,0,0,Demo
10/14/2013,12-09191-PNBL,11600 Hayne Blvd/40139 Unity Dr,D,4,0,0,0,Yes,Yes,1,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,VACANT LOT,70128,41196389,3711401.96,568164.5065,0,0,Demo
7/25/2013,12-11578-PNBL,1224-1226 N Miro St,D,4,1,1,0,N/A,N/A,N/A,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,,70119,41016445,3679403.334,537482.9909,0,0,DG
10/31/2013,13-01360-PNBL,1235-1237-1239 S Rampart St,D,4,0,1,1,Yes,Yes,1,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,,70113,41135619,3678070.311,527030.2011,0,0,Demo
9/5/2013,CEHB-11-2772,1311001 Mercedes Blvd,D,4,0,0,0,Yes,Yes,1,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,CNAP,0,41143328,3698227.768,523466.778,0,0,AW
10/7/2013,CEHB-12-1839,1476 Marais St,D,4,1,1,0,No,No,0,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,1,Sell,1,REMODEL/OCCUPIED,70116,41067739,3682681.653,536301.1274,0,0,Demo
7/25/2013,12-08289-PNBL,5508 Warrington Dr,E,5,0,0,0,N/A,N/A,N/A,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,No,0,Demolish,0,,70122,41084688,3680780.985,552970.7546,0,0,AW
7/25/2013,13-00760-PNBL,925 N Rocheblave St,F,6,1,1,0,N/A,N/A,N/A,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,N/A,N/A,3. Poor,3,2. Fair,2,3. Poor,3,N/A,N/A,Demolish,0,,70119,41016609,3678068.339,537126.6739,0,0,Demo
7/25/2013,12-11914-PNBL,2963-2965 Law St,G,7,0,1,1,N/A,N/A,N/A,Very Weak (Poor demand and weak sales),4,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,No,0,Demolish,0,,70117,41065441,3689721.06,541906.0339,0,0,Demo
7/25/2013,13-00761-PNBL,922 N Rocheblave St,G,7,1,1,0,N/A,N/A,N/A,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,N/A,N/A,3. Poor,3,N/A,N/A,3. Poor,3,No,0,Demolish,0,,70119,41016607,3678135.372,537017.4267,0,0,DG
7/25/2013,13-03793-PNBL,2921 Metropolitan St,H,8,0,0,0,N/A,N/A,N/A,Very Weak (Poor demand and weak sales),4,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,No,0,Demolish,0,,70126,41090472,3691199.792,543243.2251,0,0,DG
7/29/2013,12-12230-PNBL,5741 Pasteur Blvd,D,4,0,0,0,N/A,N/A,N/A,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",2,N/A,N/A,3. Poor,3,3. Poor,3,3. Poor,3,N/A,N/A,Demolish,0,,70122,41082553,3682909.44,554299.9777,0,0,AW
7/29/2013,HCEC-12-01605,8201-8203 Nelson St,D,4,0,1,1,N/A,N/A,N/A,Very Strong (One of the strongest housing demand areas in the city),1,4. Very Poor,4,3. Poor,3,3. Poor,3,3. Poor,3,No,0,Demolish,0,,70118,41027867,3664863.624,532126.3785,0,0,JN
7/29/2013,13-02045-PNBL,4933 Feliciana Dr,E,5,0,0,0,N/A,N/A,N/A,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,3. Poor,3,3. Poor,3,3. Poor,3,No,0,Demolish,0,,70126,41087232,3690093.901,551651.393,0,1,DG
7/29/2013,CEHB-11-6624,2473 N Johnson St,F,6,0,1,1,N/A,N/A,N/A,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,No,0,Demolish,0,,70117,41066451,3686880.192,539870.4269,0,0,Demo
7/29/2013,CEHB-12-0352,2609 Martin Luther King Jr Blvd,F,6,0,1,1,N/A,N/A,N/A,Very Weak (Poor demand and weak sales),4,N/A,N/A,2. Fair,2,2. Fair,2,2. Fair,2,Yes,1,Demolish,0,,70113,41032248,3676118.793,527606.4356,0,0,DG
7/30/2013,13-01007-PNBL,4124 La Salle St,B,2,0,1,1,N/A,N/A,N/A,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,No,0,Demolish,0,,70115,41052363,3671474.801,523749.1624,0,0,JN
7/30/2013,13-03699-PNBL,4489 Baccich St,C,3,0,1,1,N/A,N/A,N/A,Very Strong (One of the strongest housing demand areas in the city),1,3. Poor,3,3. Poor,3,3. Poor,3,3. Poor,3,No,0,Demolish,0,,70122,41111391,3687886.932,549595.9578,0,0,JN
7/30/2013,CEHB-11-7996,4886 Brittany Ct,E,5,0,0,0,N/A,N/A,N/A,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",2,2. Fair,2,2. Fair,2,2. Fair,2,2. Fair,2,N/A,N/A,Demolish,0,,70129,41117138,3726766.938,562058.2254,0,0,Demo
10/3/2013,13-05949-PNBL,2053 Pleasure St,D,4,0,0,0,Yes,Yes,1,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,vacant lot,70122,41078877,3683278.02,545117.9016,0,0,DG
7/30/2013,12-11317-PNBL,1124 Music St,F,6,0,1,1,N/A,N/A,N/A,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,N/A,N/A,4. Very Poor,4,N/A,N/A,3. Poor,3,No,0,Demolish,0,,70117,41059946,3686764.244,536734.006,0,0,JN
9/19/2013,13-04469-PNBL,227 S Olympia St,D,4,0,1,1,,N/A,N/A,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",2,3. Poor,3,3. Poor,3,3. Poor,3,3. Poor,3,No,0,Sell,1,,70119,41032706,3668935.473,539137.6791,0,0,JN
7/30/2013,13-04532-PNBL,2320 Conti St/2316 Conti St,D,4,0,1,1,N/A,N/A,N/A,Very Strong (One of the strongest housing demand areas in the city),1,1. Good,1,1. Good,1,1. Good,1,1. Good,1,Yes,1,Sell,1,,70119,41017505,3677213.503,535037.0475,0,0,JN
9/12/2013,13-04411-PNBL,2327 Conti St,D,4,0,1,1,,N/A,N/A,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",2,2. Fair,2,2. Fair,2,2. Fair,2,2. Fair,2,Yes,1,Sell,1,vacant lot,70119,41018181,3677326.714,535232.9395,0,0,Demo
10/3/2013,13-05723-PNBL,2336-2338-2338 1/2 Bienville St,D,4,0,1,1,Yes,No,0,Very Strong (One of the strongest housing demand areas in the city),1,2. Fair,2,2. Fair,2,2. Fair,2,2. Fair,2,No,0,Sell,1,VACANT PROPERTY,70119,41017316,3676863.728,534819.0047,1,0,AW
7/25/2013,13-02191-PNBL,2410 Feliciana St,D,4,0,1,1,N/A,N/A,N/A,Very Strong (One of the strongest housing demand areas in the city),1,3. Poor,3,2. Fair,2,2. Fair,2,2. Fair,2,No,0,Sell,1,,70117,41065254,3689916.437,541077.1159,0,0,AW
7/25/2013,13-01224-PNBL,2500-2502 Palmyra St,D,4,0,1,1,N/A,N/A,N/A,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,N/A,N/A,2. Fair,2,N/A,N/A,2. Fair,2,Yes,1,Sell,1,,70119,41030752,3675592.22,533861.9498,0,0,Demo
9/30/2013,13-01240-PNBL,2512 Palmyra St,D,4,0,1,1,,N/A,N/A,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",2,1. Good,1,1. Good,1,1. Good,1,1. Good,1,Yes,1,Sell,1,IN COMPLIANCE,70119,41030758,3675509.588,533898.3396,0,0,AW
9/30/2013,CEHB-11-0075,3214 Burdette St/3216 Burdette St,D,4,0,1,1,,N/A,N/A,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,,70125,41028684,3667670.825,533029.0705,0,0,Demo
9/10/2013,CEHB-11-1273,3236 Fern St,D,4,0,1,1,,N/A,N/A,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,IMMINENT DANGER OF COLLAPSE CASE.,70125,41029542,3667522.659,533373.6438,0,0,DG
7/23/2013,CEHB-11-3938,3312 Fern St,D,4,0,1,1,N/A,N/A,N/A,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,,70125,41029549,3667640.054,533507.8916,0,0,AW
9/17/2013,HCES-11-02049,3317 Pine St,D,4,0,1,1,,N/A,N/A,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,0,Sell,1,,70125,41044938,3668238.824,533013.3206,0,0,AW
7/30/2013,CEHB-11-3931,3327 Fern St,D,4,0,1,1,N/A,N/A,N/A,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,,70125,41029557,3667751.856,533529.3557,0,0,JN
9/10/2013,12-09557-PNBL,3339-3341 Spain St,D,4,0,0,0,,N/A,N/A,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,1. Good,1,2. Fair,2,1. Good,1,1. Good,1,Yes,1,Sell,1,,70122,41075020,3685485.809,545177.1615,0,0,JN
7/30/2013,CEHB-11-3911,3438 Broadway St,D,4,0,1,1,N/A,N/A,N/A,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,1. Good,1,1. Good,1,1. Good,1,1. Good,1,Yes,1,Sell,1,,70125,41059687,3668698.239,533275.6026,0,0,JN
10/24/2013,12-07606-PNBL,3621 Leonidas St,D,4,0,1,1,Yes,Yes,1,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,VACANT LOT,70118,41028881,3666568.528,536009.4316,0,0,AW
10/8/2013,12-09944-PNBL,3738 Timber Bluff Ln,D,4,0,0,0,Yes,No,0,Very Strong (One of the strongest housing demand areas in the city),1,1. Good,1,1. Good,1,1. Good,1,1. Good,1,N/A,N/A,Sell,1,,70131,41003054,3703996.178,510640.1095,1,0,AW
10/29/2013,13-01433-PNBL,405-407 Slidell St,D,4,1,1,0,Yes,Yes,1,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,,70114,41134905,3686601.794,528656.4294,0,0,AW
9/5/2013,CEHB-12-0498,4223 N Prieur St,D,4,0,1,1,,N/A,N/A,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",2,2. Fair,2,2. Fair,2,2. Fair,2,2. Fair,2,Yes,1,Sell,1,NEEDS CNAP,70117,41071648,3693333.861,538212.2609,0,0,Demo
9/9/2013,13-03826-PNBL,4408-4410 S Carrollton Ave,D,4,0,1,1,,N/A,N/A,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",2,3. Poor,3,3. Poor,3,3. Poor,3,3. Poor,3,Yes,1,Sell,1,,70119,41035046,3670202.41,537137.7695,0,0,Demo
7/23/2013,CEHB-12-1536,4455 Plum Orchard St,D,4,0,0,0,N/A,N/A,N/A,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",2,1. Good,1,2. Fair,2,2. Fair,2,2. Fair,2,Yes,1,Sell,1,,70126,41095083,3701910.688,553028.2895,0,0,Demo
9/16/2013,13-04797-PNBL,4624 Baudin St,D,4,0,1,1,,N/A,N/A,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",2,1. Good,1,1. Good,1,1. Good,1,1. Good,1,Yes,1,Sell,1,CNAP,70119,41034540,3668196.91,538402.7267,0,0,AW
10/31/2013,13-07832-MPM,49-51 Winners Cir,D,4,0,0,0,No,No,0,Very Strong (One of the strongest housing demand areas in the city),1,1. Good,1,1. Good,1,1. Good,1,1. Good,1,Yes,1,Sell,1,,70128,41102254,3715899.677,570237.918,0,0,AW
10/8/2013,13-06200-PNBL,4975 Baccich St,D,4,0,1,1,No,No,0,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",2,3. Poor,3,3. Poor,3,1. Good,1,3. Poor,3,Yes,1,Sell,1,A NEW INCIDENT HAS BEEN OPENED.,70122,41192333,3687706.191,551564.3539,0,0,Demo
9/17/2013,12-09935-PNBL,5201 Edenboro Rd,D,4,0,0,0,,N/A,N/A,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",2,3. Poor,3,3. Poor,3,3. Poor,3,3. Poor,3,Yes,1,Sell,1,NEEDS CNAP BEFORE SELL,70127,41100040,3708581.02,557402.3299,0,0,JN
9/24/2013,13-00326-PNBL,5243 Timber Crest Dr,D,4,0,0,0,,N/A,N/A,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",2,3. Poor,3,3. Poor,3,3. Poor,3,3. Poor,3,Yes,1,Sell,1,,70131,41143765,3703638.258,511132.3218,0,0,Demo
10/28/2013,13-04781-PNBL,527-529 S Hennessey St,D,4,0,1,1,Yes,Yes,1,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,WIP,70119,41036238,3669154.863,537509.6349,0,0,JN
10/8/2013,CEHB-12-1100,5611 Carlisle Ct,D,4,0,0,0,No,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,1. Good,1,1. Good,1,1. Good,1,1. Good,1,Yes,1,Sell,1,,70131,41144743,3704325.882,516511.9314,0,0,AW
9/5/2013,CEHB-11-4516,601-603 Homer St/615 Homer St/900-902 Verret St,D,4,1,1,0,,N/A,N/A,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",2,1. Good,1,3. Poor,3,1. Good,1,2. Fair,2,Yes,1,Sell,1,,70114,41140012,3687287.919,528306.5367,0,0,DG
10/24/2013,13-07349-PNBL,635-637 S Alexander St,D,4,0,1,1,No,No,0,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",2,1. Good,1,1. Good,1,1. Good,1,1. Good,1,Yes,1,Sell,1,,70119,41036197,3668609.609,537400.1237,0,0,DG
10/22/2013,12-11710-PNBL,6911-6913 Bunker Hill Rd,D,4,0,0,0,Yes,Yes,1,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,VACANT LOT,70127,41089553,3706206.096,560008.4565,0,0,AW
10/28/2013,13-01988-PNBL,7031 Barrington Ct,D,4,0,0,0,No,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,4. Very Poor,4,3. Poor,3,3. Poor,3,3. Poor,3,Yes,1,Sell,1,,70128,41112358,3714155.907,565118.2449,0,0,DG
7/23/2013,13-02121-PNBL,7066 Northgate Dr,D,4,0,0,0,N/A,N/A,N/A,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",2,2. Fair,2,2. Fair,2,2. Fair,2,2. Fair,2,Yes,1,Sell,1,,70128,41112066,3713692.171,564947.4809,0,0,DG
10/3/2013,HCES-12-00598,7301 Poitevent Ave,D,4,0,0,0,Yes,Yes,1,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,VACANT LOT,70127,41088579,3707628.904,563096.7296,0,0,Demo
9/16/2013,CEHB-12-0347,7549 Dearborn Rd,D,4,0,0,0,,N/A,N/A,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,3. Poor,3,2. Fair,2,3. Poor,3,3. Poor,3,Yes,1,Sell,1,VACANT LOT,70127,41109910,3709500.365,564455.4844,0,0,JN
9/24/2013,13-05768-PNBL,7610 Avalon Way,D,4,0,0,0,,N/A,N/A,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,,70127,41112229,3708975.812,564562.5708,0,0,Demo
7/23/2013,CEHB-11-0199,7720-22 Coolidge Ct,D,4,0,1,1,N/A,N/A,N/A,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,N/A,N/A,4. Very Poor,4,2. Fair,2,2. Fair,2,Yes,1,Sell,1,,70125,41029179,3668275.949,533437.8877,0,0,Demo
7/22/2013,12-11000-PNBL,7800 Swift St,D,4,0,0,0,N/A,N/A,N/A,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,1. Good,1,2. Fair,2,1. Good,1,1. Good,1,Yes,1,Sell,1,,70126,41095621,3695205.231,559192.2181,0,0,JN
7/25/2013,CEHB-11-8340,7906 Sandy Cove Dr,D,4,0,0,0,N/A,N/A,N/A,Very Strong (One of the strongest housing demand areas in the city),1,1. Good,1,1. Good,1,1. Good,1,1. Good,1,Yes,1,Sell,1,,70128,41102119,3714902.046,570129.9205,0,0,Demo
9/9/2013,12-09190-PNBL,8015 Unity Dr,D,4,0,0,0,,N/A,N/A,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,VACANT LOT,70128,41192397,3711439.74,568048.5323,0,0,Demo
7/25/2013,12-12889-PNBL,8329-8331 Belfast St,D,4,0,1,1,N/A,N/A,N/A,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",2,2. Fair,2,2. Fair,2,2. Fair,2,2. Fair,2,Yes,1,Sell,1,,70118,41028585,3664890.373,533059.2728,0,0,AW
9/16/2013,13-01033-PNBL,8425-8427 Jeannette St,D,4,0,1,1,,N/A,N/A,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",2,2. Fair,2,2. Fair,2,2. Fair,2,2. Fair,2,Yes,1,Sell,1, vacant loot,70118,41136343,3661741.256,530057.1596,0,0,Demo
10/8/2013,CEHB-11-7549,8829-8831 Middleboro Rd,D,4,0,0,0,No,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,2. Fair,2,2. Fair,2,2. Fair,2,2. Fair,2,Yes,1,Sell,1,,70127,41088478,3705949.059,560813.7797,0,0,AW
10/28/2013,13-03843-PNBL,8850 Bunker Hill Rd,D,4,0,0,0,Yes,Yes,1,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,VACANT LOT,70127,41089617,3706477.344,559923.5991,0,0,JN
10/28/2013,13-00357-PNBL,8930-8932 Jeannette St,D,4,0,1,1,No,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,N/A,N/A,2. Fair,2,2. Fair,2,2. Fair,2,Yes,1,Sell,1,,70118,41134432,3660356.865,531207.9483,0,0,DG
10/24/2013,CEHB-11-2926,909-911 Atlantic Ave,D,4,1,1,0,No,No,0,Very Strong (One of the strongest housing demand areas in the city),1,1. Good,1,1. Good,1,1. Good,1,1. Good,1,Yes,1,Sell,1,"OCCUPIED
NEW CONSTRUCTION",70114,41001529,3688680.941,528206.1652,0,0,Demo
10/22/2013,13-07049-PNBL,91 Camellia Trace,D,4,0,0,0,No,No,0,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",2,1. Good,1,1. Good,1,1. Good,1,1. Good,1,Yes,1,Sell,1,,70114,41146851,3697062.025,523386.7499,0,0,Demo
9/23/2013,13-02411-PNBL,1045 Casa Calvo St,E,5,0,0,0,Yes,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,1. Good,1,2. Fair,2,1. Good,1,1. Good,1,No,0,Sell,1,,70114,41004761,3692074.02,527423.2105,1,0,DG
10/1/2013,13-05588-PNBL,1121 Southlawn Blvd,E,5,0,0,0,,N/A,N/A,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,2. Fair,2,1. Good,1,1. Good,1,1. Good,1,Yes,1,Sell,1,,70114,41002527,3695159.989,527933.5619,0,0,JN
10/31/2013,13-07389-PNBL,11215 King Richard Dr,E,5,0,0,0,No,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,1. Good,1,1. Good,1,1. Good,1,1. Good,1,Yes,1,Sell,1,Violations Abated and Leins are Paid.,70128,41105203,3716928.848,556508.8033,0,0,AW
7/25/2013,12-08909-PNBL,1220 Merrill St,E,5,0,0,0,N/A,N/A,N/A,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",2,2. Fair,2,2. Fair,2,2. Fair,2,2. Fair,2,No,0,Sell,1,,70114,41000470,3694998.468,527174.3334,0,0,AW
7/22/2013,CEHB-12-1761,13100 Cherbourg St,E,5,0,0,0,N/A,N/A,N/A,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,,70129,41117419,3724455.883,561049.4774,0,0,Demo
10/14/2013,HCEC-12-01525,13533 St Marie Ct,E,5,0,0,0,Yes,Yes,1,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,VACANT LOT,70129,41115979,3723959.827,569227.5136,0,1,Demo
9/10/2013,13-04276-PNBL,1400-1402 Alvar St,E,5,0,1,1,,N/A,N/A,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,,70117,41066559,3691697.752,536550.9455,0,0,Demo
9/10/2013,13-02408-PNBL,1418 Hendee St,E,5,0,0,0,,N/A,N/A,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,3. Poor,3,3. Poor,3,2. Fair,2,3. Poor,3,Yes,1,Sell,1,,70114,41006936,3690763.695,525981.6653,0,0,Demo
9/23/2013,12-10262-PNBL,1520 Odeon St,E,5,0,0,0,,N/A,N/A,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,3. Poor,3,3. Poor,3,3. Poor,3,3. Poor,3,Yes,1,Sell,1,,70114,41000969,3696002.412,525623.19,0,0,DG
9/12/2013,13-05169-PNBL,1859 Abundance St,E,5,0,0,0,,N/A,N/A,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,1. Good,1,1. Good,1,1. Good,1,1. Good,1,N/A,N/A,Sell,1,VACANT LOT,70122,41075350,3682045.084,543573.3542,0,0,Demo
10/3/2013,CEHB-11-7361,2022 Benefit St,E,5,0,0,0,Yes,Yes,1,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,VACANT LOT,70122,41075463,3683134.124,544235.7409,0,1,Demo
10/14/2013,13-02104-PNBL,2074 Florida Ave,E,5,0,1,1,Yes,Yes,1,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,VACANT LOT,70119,41076248,3683665.077,542619.6273,0,1,Demo
7/30/2013,13-04227-PNBL,2169 Hope St,E,5,0,1,1,N/A,N/A,N/A,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,1. Good,1,1. Good,1,1. Good,1,1. Good,1,Yes,1,Sell,1,,70119,41191994,3684242.04,542215.9791,0,0,AW
7/30/2013,CEHB-12-1077,3008 Toledano St,F,6,0,1,1,N/A,N/A,N/A,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",2,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,No,0,Demolish,0,,70125,41048312,3672325.74,526819.8648,0,0,Demo
7/30/2013,CEHB-11-6137,3319 N Tonti St,F,6,0,1,1,N/A,N/A,N/A,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,No,0,Demolish,0,,70117,41062733,3691143.686,540376.7767,0,0,Demo
7/30/2013,CEHB-11-0506,7855 S Coronet Ct,F,6,0,0,0,N/A,N/A,N/A,Very Weak (Poor demand and weak sales),4,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,No,0,Demolish,0,,70126,41099578,3703459.451,557473.5985,0,0,Demo
7/30/2013,CEHB-11-8080,1229 Egania St,G,7,0,1,1,N/A,N/A,N/A,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,No,0,Demolish,0,,70117,41121593,3697066.967,534696.6372,0,0,Demo
7/30/2013,12-08360-PNBL,1325 Reynes St,H,8,0,1,1,N/A,N/A,N/A,Very Weak (Poor demand and weak sales),4,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,No,0,Demolish,0,,70117,41124346,3696311.789,535227.6972,0,0,Demo
9/9/2013,CEHB-12-1369,1558 N Dorgenois St,F,6,1,1,0,,N/A,N/A,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,No,0,Demolish,0,IN COMPLIANCE,70119,41080655,3679491.51,539578.8675,0,0,Demo
9/10/2013,12-11538-PNBL,1824 S Rendon St,B,2,0,1,1,,N/A,N/A,Very Weak (Poor demand and weak sales),4,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,No,0,Demolish,0,,70125,41044337,3669493.025,530330.6458,0,0,JN
10/15/2013,12-09012-PNBL,2421 Alvar St,E,5,0,1,1,Yes,No,0,Very Strong (One of the strongest housing demand areas in the city),1,2. Fair,2,2. Fair,2,2. Fair,2,2. Fair,2,No,0,Sell,1,VACANT PROPERTY,70117,41066674,3692843.457,540422.9312,1,1,AW
9/10/2013,13-06065-PNBL,7512 Briarwood Dr,C,3,0,0,0,,N/A,N/A,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",2,3. Poor,3,3. Poor,3,3. Poor,3,3. Poor,3,No,0,Demolish,0,CNAP,70128,41115458,3717829.999,570297.249,0,0,AW
